Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
Hematopoietic cell lineage_Homo sapiens_hsa04640,0.40355027880947847,1.2920417431078344,0.2158859470468432,0.2975418911936222,88,85,"ITGA5,CD34,ITGA1,ITGAM,HLA-DRA,FLT3LG,CD2,CSF1R,IL1B,CSF3R,CD1C,IL7R,GP5,CD3D,GP1BA,CD4,MS4A1,IL6,CD9,GP1BB,CR1,IL3,CD19,IL2RA,MME,CSF2,CD1A,CD37,HLA-DRB4,CD44,EPOR,CSF2RA,CD3E,CD14,IL4R,CD22,IL9R,IL11RA,KIT,CD7,IL5RA,CD33,CD1D,CD1E,CD5,CD8B,ITGA4,CD8A,FCER2,HLA-DRB1,CR2,CD1B,FLT3,EPO,IL11,CSF3,CD55,CD3G,ITGA2B,FCGR1A,THPO,CD38,GP9,IL3RA,CD36,IL1R1,GYPA,ITGB3,DNTT,TNF,ITGA3,IL5,IL4,CD59,KITLG,CSF1,ANPEP,TFRC,IL1A,ITGA6,IL1R2,IL7,CD24,IL6R,ITGA2"
N-Glycan biosynthesis_Homo sapiens_hsa00510,-0.3964589813479547,-1.2562457386473267,0.2202020202020202,0.29852736070589914,49,47,"MAN1C1,B4GALT2,MAN2A2,MGAT1,FUT8,TUSC3,ST6GAL2,MGAT5B,ALG12,B4GALT1,MGAT4C,B4GALT3,ALG2,GANAB,MGAT5,MGAT3,ALG9,RPN1,ALG3,DPM1,RPN2,MAN1B1,ALG5,ST6GAL1,ALG13,MAN1A2,MOGS,DPM2,ALG11,DPM3,ALG8,DDOST,ALG14,DOLK,DAD1,ALG1,ALG6,STT3B,STT3A,DPAGT1,MGAT4A,DOLPP1,MGAT2,ALG10,MAN1A1,MGAT4B,MAN2A1"
Dopaminergic synapse_Homo sapiens_hsa04728,0.3087015587849423,1.2821394961610668,0.08074534161490683,0.29856774911768635,129,126,"FOS,MAPK10,GNAI2,ITPR1,KIF5C,GNAO1,GNGT2,CREB5,ATF4,PPP2CA,GNG7,CACNA1C,GNB4,PLCB1,ADCY5,CAMK2B,GNG4,AKT3,GNG2,AKT1,GNG11,CACNA1B,GNB5,PRKCB,GNG10,CALY,COMT,CAMK2G,GNG3,PPP2R5B,DRD3,PPP3CB,CREB3L2,KIF5B,AKT2,PPP2R5C,PPP3CA,ARRB2,MAPK11,KCNJ9,MAOB,GNAS,PRKACG,PRKCG,CALML6,PPP2R2B,GRIA2,ITPR2,GRIA1,KIF5A,ATF6B,GNAL,PLCB2,GSK3A,CALM1,KCNJ3,PPP2R5E,DRD1,CREB1,PPP1CB,PPP2R2A,CALML5,PPP2R5D,MAPK12,GNB1,GRIA4,DRD4,GSK3B,GNB2,SLC18A1,GRIN2A,GNG8,CLOCK,KCNJ5,PPP2R2D,PPP2R1A,PRKACA,GNG13,PRKCA,CREB3L3,CALML3,PPP2R2C,CACNA1A,MAPK8,GNGT1,MAPK9,CREB3,ATF2,CACNA1D,PLCB3,KCNJ6,DRD5,SLC18A2,SCN1A,TH,GNB3,GRIN2B,PPP3CC,GNAQ,CAMK2A,GNAI1,PPP1CA,CREB3L4,GRIA3,CREB3L1,SLC6A3,PPP2R3C,CAMK2D,PPP2R5A,DRD2,PPP1CC,PLCB4,MAPK14,GNAI3,PPP2R1B,PPP2R3A,PPP1R1B,ITPR3,PPP2CB,GNG5,PRKACB,MAPK13,GNG12,ARNTL,DDC,MAOA"
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970,-0.4081726165367147,-1.2643467187038795,0.206,0.2997189674340461,66,41,"GARS,HARS,TARSL2,KARS,DARS,WARS,AARS,YARS,IARS,MARS,VARS2,TARS,PSTK,FARSB,FARS2,YARS2,MTFMT,FARSA,AARS2,QRSL1,CARS,MARS2,SARS2,VARS,EPRS,EARS2,GATC,WARS2,LARS,NARS,HARS2,RARS2,RARS,LARS2,PARS2,CARS2,IARS2,DARS2,SARS,NARS2,SEPSECS"
Arachidonic acid metabolism_Homo sapiens_hsa00590,-0.32219413736343977,-1.2568954595615245,0.14653465346534653,0.3013526550031661,62,56,"PTGS2,GPX3,GPX8,PTGDS,PLA2G5,LTC4S,PTGIS,GPX7,GGT5,CBR3,ALOX5,ALOX12B,PLA2G4D,PLA2G16,PTGS1,PLA2G2D,TBXAS1,GPX1,PTGES,JMJD7-PLA2G4B,PLA2G2E,PLB1,PLA2G4C,CYP2E1,CYP2U1,PLA2G2A,CYP4F8,PLA2G4A,CYP2C8,ALOX15,CYP2C19,GPX5,PLA2G6,PLA2G4F,GPX2,PLA2G2F,GGT1,ALOX15B,ALOX12,PTGES3,HPGDS,FAM213B,PTGES2,PLA2G1B,PLA2G3,CYP4A11,CYP2J2,CBR1,PLA2G12A,EPHX2,PLA2G12B,CYP2C9,CYP4F3,CYP4F2,AKR1C3,CYP2B6"
Jak-STAT signaling pathway_Homo sapiens_hsa04630,0.31263058522519144,1.28275992791823,0.15132924335378323,0.3018966945115483,158,154,"FHL1,PIAS3,SOCS3,OSMR,MYC,IL12RB1,PIK3CD,SOCS1,PIAS1,PIM1,STAT5A,CSF2RB,STAT5B,IL10RA,CSF3R,IL7R,AKT3,LIFR,IL21R,AKT1,LEPR,IL6,JAK3,IFNA16,IFNA4,CNTFR,IL3,PTPN6,PIK3R3,IL2RA,IFNA21,CSF2,IL20RB,CRLF2,IL9,EPOR,TSLP,AKT2,GRB2,CSF2RA,IL2RG,IFNGR1,IL27RA,AOX1,CCND2,IL6ST,CCND3,IL2,IL4R,PIK3CG,PIK3R5,IL9R,IL11RA,IL5RA,IFNAR2,IFNA5,GHR,IL23A,IFNW1,STAT4,TYK2,PIK3CA,IL12A,IL13RA2,IL13,IL15RA,IL10,LEP,BCL2,PIK3R1,IL24,GH2,EPO,JAK2,PRL,IL11,CSF3,SOCS5,STAT2,CTF1,CNTF,IFNB1,CSH1,PIK3R2,STAT3,IFNA2,SOCS2,IFNA10,CCND1,IFNA7,IL22RA2,IL2RB,IL19,GFAP,STAT6,OSM,MCL1,PIAS2,GH1,THPO,PIAS4,IL12RB2,IFNG,HRAS,IFNK,CISH,IL3RA,IL20,IFNA1,IL12B,PIK3CB,IL22,IL17D,IRF9,PTPN11,IFNLR1,SOS1,RAF1,IFNA17,LIF,SOCS7,IL5,IL21,IL4,BCL2L1,STAM,CREBBP,IFNE,EP300,IFNL1,CDKN1A,MTOR,IFNGR2,MPL,IFNA8,SOCS4,IFNA14,PTPN2,IL22RA1,JAK1,IFNL2,STAM2,IFNAR1,SOCS6,IL15,IL23R,STAT1,SOS2,IL20RA,IL10RB,IL7,IL13RA1,IL6R,PRLR"
Maturity onset diabetes of the young_Homo sapiens_hsa04950,-0.4757174668008972,-1.25827049111744,0.23366336633663368,0.30361470404165913,26,24,"HHEX,PAX6,INS,IAPP,GCK,SLC2A2,PDX1,PAX4,RFX6,FOXA2,NEUROD1,HES1,PKLR,ONECUT1,HNF4A,NEUROG3,HNF1B,NKX6-1,NKX2-2,HNF1A,MNX1,FOXA3,NR5A2,HNF4G"
Systemic lupus erythematosus_Homo sapiens_hsa05322,0.3285181172048051,1.2566097285647218,0.1700404858299595,0.31452710815510554,135,103,"C7,C1R,C1S,ACTN1,C3,H2AFY2,HLA-DRA,HLA-DPA1,C5,CD80,HLA-DMA,FCGR3B,C1QA,CTSG,C4A,HIST1H2AK,HLA-DPB1,SSB,HLA-DQB1,CD86,HLA-DMB,C1QC,HIST1H2AB,CD40LG,HIST1H2BL,H3F3A,C1QB,HIST1H2BN,ACTN3,CD40,HLA-DRB4,FCGR3A,C2,HLA-DQA1,H2AFZ,HLA-DOB,C6,HIST1H3I,TROVE2,ELANE,HIST1H2BA,CD28,HLA-DRB1,IL10,HIST1H4I,HIST1H3C,ACTN2,HIST3H3,HIST1H4E,HIST1H3G,H2AFB1,HIST1H4L,HIST1H2AL,HLA-DOA,C9,TRIM21,SNRPD1,FCGR1A,HIST1H4G,IFNG,SNRPB,H2AFV,GRIN2A,H2BFM,C8G,HIST2H2BE,HIST1H3F,FCGR2A,HIST1H2BB,C8A,H2AFX,TNF,HIST1H2BO,HIST1H2AJ,HIST1H2BJ,HIST1H2BK,C8B,HIST1H4F,GRIN2B,HIST1H2AM,SNRPD3,HIST3H2A,HIST1H2BM,HIST1H4D,HIST2H2AA3,HIST1H3B,HIST1H2AG,HIST1H3A,HIST1H3E,ACTN4,H2AFJ,HIST1H4H,HIST1H2BE,HIST1H4J,HIST1H2BD,HIST1H2AD,HIST1H4A,HIST1H2AE,H2AFY,HIST1H2AC,HIST1H2BG,HIST1H2BC,HIST1H2BH"
Type II diabetes mellitus_Homo sapiens_hsa04930,0.31316064944393707,1.2587916432756794,0.0935672514619883,0.31565679221248716,48,47,"ADIPOQ,MAPK10,SOCS3,PIK3CD,SOCS1,CACNA1C,CACNA1E,HK1,CACNA1B,PIK3R3,HK3,PIK3CG,INS,PIK3R5,IKBKB,IRS1,PIK3CA,KCNJ11,IRS2,IRS4,PIK3R1,SLC2A4,PKM,GCK,PIK3R2,SOCS2,SLC2A2,PDX1,PRKCE,PIK3CB,ABCC8,CACNA1A,MAPK8,MAPK9,CACNA1D,TNF,PKLR,MAPK3,MTOR,PRKCZ,SOCS4,CACNA1G,MAPK1,HK2,PRKCD,INSR,HKDC1"
"Glycine, serine and threonine metabolism_Homo sapiens_hsa00260",-0.38089718003428935,-1.2364196254644708,0.18275154004106775,0.3160496934080563,40,38,"AOC3,PHGDH,PIPOX,ALAS2,BPGM,SRR,PSAT1,GAMT,MAOB,GATM,PSPH,PGAM1,GRHPR,GNMT,AOC2,SARDH,SHMT1,PGAM2,SHMT2,AGXT2,AGXT,GLDC,DMGDH,BHMT,DAO,SDS,AMT,GCSH,CBS,CHDH,ALDH7A1,DLD,ALAS1,GCAT,GLYCTK,SDSL,MAOA,CTH"
Glutathione metabolism_Homo sapiens_hsa00480,-0.3857681384929947,-1.2380472525265003,0.22727272727272727,0.31790321121187604,52,48,"SRM,GSTM5,GPX3,GPX8,GPX7,GPX4,GGT5,GSTM3,ODC1,GPX1,GSTM2,GSTA3,GSTO1,G6PD,GSTA4,GSTT2,GSTT1,GSTM1,LAP3,SMS,RRM2B,GSTP1,RRM2,MGST3,IDH2,PGD,GPX5,OPLAH,GPX2,RRM1,GGT1,ANPEP,HPGDS,GGT6,GCLC,GGT7,GSTO2,TXNDC12,GSTA1,GSR,GSS,GSTM4,MGST2,GGCT,GCLM,GSTK1,MGST1,IDH1"
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,0.3226099664376895,1.2464122225933472,0.2128099173553719,0.32499520188971726,265,256,"CXCL12,CCL2,CXCR4,VEGFC,PDGFRB,TNFSF8,CXCL8,OSMR,ACKR3,IL12RB1,PDGFB,CCL11,CX3CL1,PLEKHO2,FLT3LG,CD70,NGFR,FIGF,CCL3,CCL21,TNFRSF1B,BMPR1B,TGFBR2,CSF2RB,CCL4,CD27,IL10RA,VEGFB,CSF1R,TNFSF13B,IL1B,TNFRSF13B,CCL19,CCR1,CSF3R,CXCL13,CXCL1,IL7R,RELT,FLT4,LIFR,IL21R,CCR4,LEPR,IL6,IL17B,IFNA16,CD40LG,IFNA4,CCR7,CNTFR,TGFB1,TNFSF12,IL3,CCR6,IL18R1,CCL14,IL2RA,IFNA21,TGFB2,CCL18,CSF2,IL20RB,ACVR1,AMHR2,CRLF2,IL9,XCR1,CD40,PDGFC,CXCL2,CCL17,EPOR,TSLP,TNFSF18,CSF2RA,IL2RG,TNFRSF8,TGFBR1,IFNGR1,CCL22,CCR9,IL6ST,LTB,CCL20,TGFB3,IL2,IL4R,CXCR6,IL9R,IL11RA,KIT,CCL27,TNFRSF14,IL5RA,TNFSF11,IFNAR2,TNFRSF19,CCL24,IFNA5,GHR,PPBP,IL23A,BMPR1A,IFNW1,TNFRSF9,CXCL3,CXCL10,TNFRSF10C,TNFRSF25,CLCF1,INHBB,AMH,PDGFRA,TNFRSF12A,TNFRSF1A,PF4V1,CXCR5,CXCR1,IL12A,CCR10,CCL16,INHBC,IL13,IL15RA,IL10,TNFRSF18,LEP,CXCR2,FLT3,TNFSF9,IL24,CXCL16,GH2,CX3CR1,EPO,FASLG,PRL,CCR5,CCL23,HGF,IL11,BMP7,CSF3,TNFRSF17,CTF1,LTBR,CNTF,IFNB1,CCL5,IL18RAP,INHBA,IL17RA,IFNA2,IFNA10,CCL7,IFNA7,IL26,CCL25,IL22RA2,XCL1,IL2RB,CCL26,FLT1,IL19,KDR,OSM,GH1,CCL8,THPO,CXCL9,IL12RB2,IFNG,TNFRSF10A,IFNK,CXCL5,IL25,IL3RA,CCR2,TNFSF15,IL20,IFNA1,EDA2R,TNFRSF13C,IL12B,IL22,INHBE,IL1R1,TNFRSF4,GDF5,PF4,CCR3,TNFSF13,IL17A,TNFSF14,LTA,CCL1,IFNLR1,TNFSF4,EGF,IFNA17,TNF,LIF,CCR8,TNFRSF11B,EDA,IL5,IL21,IL4,CXCL11,IFNE,KITLG,IFNL1,BMP2,CSF1,VEGFA,TNFRSF10B,IFNGR2,MPL,IFNA8,CXCR3,FAS,IFNA14,EDAR,CXCL6,CXCL14,PDGFA,IL22RA1,IFNL2,IL1RAP,IL1A,EGFR,TNFRSF21,IFNAR1,BMPR2,IL15,TNFRSF11A,IL23R,IL20RA,IL10RB,IL17RB,CCL13,ACVR1B,CCL28,IL18,ACVR2B,IL1R2,MET,TNFRSF10D,IL7,TNFSF10,ACVR2A,CCL15,IL13RA1,IL6R,PRLR"
Melanogenesis_Homo sapiens_hsa04916,0.29912859988870044,1.2370508785357615,0.1710794297352342,0.33042668073392184,100,96,"TCF7L1,FZD2,GNAI2,MITF,GNAO1,WNT2B,FZD7,FZD10,TYRP1,ADCY4,PLCB1,WNT4,ADCY5,ADCY3,CAMK2B,WNT9A,FZD3,PRKCB,TCF7,CAMK2G,WNT11,MC1R,CREB3L2,MAP2K1,ADCY2,ADCY7,WNT5B,FZD4,KIT,GNAS,DVL2,CTNNB1,DVL3,PRKACG,PRKCG,ADCY8,CALML6,FZD9,TYR,DVL1,WNT9B,FZD8,ADCY1,DCT,PLCB2,CALM1,WNT7B,WNT1,WNT10B,WNT6,FZD6,CREB1,CALML5,WNT7A,ADCY9,HRAS,GSK3B,WNT16,POMC,WNT10A,PRKACA,PRKCA,MAP2K2,CREB3L3,CALML3,EDNRB,LEF1,FZD1,KRAS,CREB3,RAF1,WNT2,PLCB3,WNT8A,ASIP,CREBBP,EP300,KITLG,MAPK3,WNT8B,GNAQ,CAMK2A,GNAI1,CREB3L4,EDN1,CREB3L1,CAMK2D,PLCB4,GNAI3,MAPK1,TCF7L2,WNT5A,NRAS,FZD5,PRKACB,ADCY6"
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410,0.32769003686982534,1.2383862596648336,0.1921487603305785,0.33256490663050536,83,82,"DMD,ITGA5,ITGA7,ITGA1,DES,IGF1,TPM1,TNNT2,CACNA2D1,CACNA1C,LAMA2,SGCD,TPM2,SLC8A1,RYR2,IL6,TGFB1,TGFB2,CACNA2D3,PRKAA2,SGCA,ACTC1,CACNG3,ITGA9,TGFB3,ITGB7,TTN,CACNB4,LMNA,DAG1,CACNB2,CACNG6,ITGA4,ITGAV,TNNC1,MYH7,SGCG,MYL3,ITGA8,ITGB1,TPM4,CACNG1,CACNG2,ITGA2B,SGCB,CACNG8,ACTB,CACNB3,PRKAG1,TNNI3,CACNA1S,MYL2,ACE,ITGA10,PRKAG3,ITGB3,ITGB8,MYH6,CACNG7,CACNA1D,TNF,ITGA3,EMD,ITGA11,TPM3,CACNA2D2,ATP2A2,PRKAA1,CACNA2D4,CACNG5,MYBPC3,ITGB4,ITGB5,PRKAG2,CACNB1,CACNA1F,CACNG4,ITGA6,PRKAB2,PRKAB1,ITGB6,ITGA2"
Glucagon signaling pathway_Homo sapiens_hsa04922,-0.3004663038375205,-1.2162944649790126,0.15779467680608364,0.3391705582737982,101,97,"SIK1,ITPR1,CREB5,ATF4,SIRT1,LDHB,PLCB1,CAMK2B,PYGM,AKT3,AKT1,CPT1C,CAMK2G,PRKAA2,PPP3CB,CREB3L2,G6PC2,AKT2,ADCY2,PPP3CA,ACACB,PYGL,PFKFB1,GNAS,PGAM1,PRKACG,CALML6,ITPR2,LDHAL6A,SMEK1,PHKA1,GCGR,PRMT1,GYS1,PKM,PLCB2,CALM1,GCK,CRTC2,PGAM2,PHKG1,SLC2A2,FOXO1,CREB1,G6PC3,SMEK2,PRKAG1,CALML5,PHKG2,PDHB,SIK2,PDE3B,PRKACA,PRKAG3,CREB3L3,CALML3,CREB3,ATF2,PDHA2,SLC2A1,PLCB3,PYGB,CREBBP,PRKAA1,EP300,PPP3CC,GYS2,GNAQ,CAMK2A,PPP3R2,CREB3L4,CREB3L1,PPP4C,CAMK2D,PRKAG2,PPP3R1,PPARGC1A,PLCB4,LDHAL6B,ACACA,GCG,PHKB,LDHA,ITPR3,PHKA2,PCK1,PRKAB2,PFKL,PRKAB1,PCK2,FBP1,G6PC,PRKACB,LDHC,CPT1A,PPARA,PDHA1"
Carbohydrate digestion and absorption_Homo sapiens_hsa04973,-0.31370369344588384,-1.2127402449838272,0.15500945179584122,0.34009345572712824,45,39,"ATP1A2,PIK3CD,HK1,AKT3,AKT1,PRKCB,PIK3R3,HK3,G6PC2,AKT2,PIK3CG,PIK3R5,GNAT3,PIK3CA,ATP1A3,PIK3R1,PLCB2,ATP1B2,PIK3R2,LCT,SLC2A2,FXYD2,G6PC3,TAS1R2,PIK3CB,SLC2A5,CACNA1D,ATP1A4,ATP1B4,ATP1B1,ATP1B3,ATP1A1,SLC5A1,HK2,SI,HKDC1,SLC37A4,MGAM,G6PC"
Insulin secretion_Homo sapiens_hsa04911,0.3044532081341778,1.2234907526547678,0.1781115879828326,0.3418762544509943,85,84,"KCNN3,ATP1A2,ADCYAP1,CREB5,ATF4,KCNMB1,KCNMB4,CACNA1C,ADCY4,PLCB1,ADCY5,KCNMA1,KCNMB2,ADCY3,CAMK2B,RYR2,PRKCB,SNAP25,VAMP2,CAMK2G,KCNN2,CREB3L2,ADCY2,KCNMB3,ADCY7,INS,CCKAR,GNAS,RAB3A,ADCYAP1R1,PRKACG,PRKCG,RAPGEF4,ADCY8,KCNJ11,ATP1A3,STX1A,ADCY1,ATF6B,PLCB2,ATP1B2,GCK,CHRM3,SLC2A2,FXYD2,CREB1,PDX1,KCNN4,GIP,ADCY9,CACNA1S,GLP1R,PRKACA,KCNN1,ABCC8,PRKCA,CREB3L3,FFAR1,CREB3,ATF2,RIMS2,CACNA1D,SLC2A1,PLCB3,KCNU1,ATP1A4,GNAQ,CAMK2A,CREB3L4,ATP1B4,CREB3L1,CAMK2D,CACNA1F,PLCB4,GCG,GNA11,ATP1B1,ATP1B3,ATP1A1,ITPR3,PCLO,TRPM4,PRKACB,ADCY6"
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412,0.3141082598817753,1.2260384886984077,0.19375,0.34221919048453353,74,73,"TCF7L1,DMD,ITGA5,ACTN1,ITGA7,ITGA1,CTNNA2,DES,CDH2,CACNA2D1,CACNA1C,LAMA2,SGCD,GJA1,SLC8A1,RYR2,TCF7,CACNA2D3,SGCA,ACTN3,CACNG3,ITGA9,ITGB7,CACNB4,LMNA,CTNNA3,CTNNB1,DAG1,CACNB2,CACNG6,ITGA4,ITGAV,SGCG,ITGA8,ACTN2,ITGB1,CACNG1,CACNG2,ITGA2B,SGCB,CACNG8,ACTB,CACNB3,CACNA1S,ITGA10,ITGB3,LEF1,ITGB8,CACNG7,CACNA1D,ITGA3,EMD,ITGA11,JUP,CACNA2D2,ATP2A2,CACNA2D4,CACNG5,ITGB4,ITGB5,CACNB1,CACNA1F,CACNG4,ACTN4,TCF7L2,ITGA6,DSG2,CTNNA1,DSP,ITGB6,PKP2,DSC2,ITGA2"
NF-kappa B signaling pathway_Homo sapiens_hsa04064,0.3766633868475107,1.213551823571706,0.27521008403361347,0.35250435303670447,93,89,"CXCL12,PTGS2,CXCL8,MAP3K14,ICAM1,TNFAIP3,CCL21,VCAM1,CCL4,TNFSF13B,IL1B,CCL19,BCL2A1,BIRC3,MALT1,LY96,PARP1,PRKCB,LCK,CD40LG,BTK,TRAF5,CSNK2A2,LYN,NFKB2,CD40,PRKCQ,CXCL2,ZAP70,RELA,LTB,CD14,ATM,IKBKB,TNFSF11,IKBKG,TICAM2,LAT,GADD45B,PLCG2,BCL10,TNFRSF1A,PLCG1,BCL2,NFKBIA,PLAU,CARD11,ERC1,UBE2I,LTBR,TRAF1,TRAF2,TRADD,RELB,PIAS4,PIDD1,MAP3K7,BLNK,NFKB1,TNFRSF13C,LBP,IL1R1,TLR4,DDX58,CSNK2B,CHUK,TNFSF14,IRAK1,LTA,SYK,TIRAP,TNF,TAB2,TAB1,BCL2L1,TAB3,CFLAR,TRAF3,TICAM1,MYD88,BIRC2,RIPK1,TRAF6,TNFRSF11A,CCL13,IRAK4,XIAP,CSNK2A1,TRIM25"
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550,0.27475225649174073,1.2049966893998918,0.15495867768595042,0.36024040335026547,142,137,"ID4,FZD2,FGF2,MEIS1,WNT2B,FGFR1,MYC,IGF1,BMI1,PIK3CD,FZD7,FZD10,BMPR1B,ZFHX3,WNT4,PCGF2,WNT9A,AKT3,LIFR,AKT1,FZD3,JAK3,LHX5,PCGF6,PIK3R3,DLX5,ACVR1,WNT11,SOX2,PAX6,MAP2K1,AKT2,GRB2,HAND1,APC2,IL6ST,WNT5B,PIK3CG,PIK3R5,FZD4,MAPK11,TCF3,ISL1,BMPR1A,HOXB1,DVL2,CTNNB1,NODAL,DVL3,INHBB,FZD9,SMAD9,DVL1,PIK3CA,INHBC,WNT9B,PIK3R1,DUSP9,FZD8,SMAD4,REST,JAK2,JARID2,SKIL,ESX1,SETDB1,NANOG,NEUROG1,WNT7B,PIK3R2,WNT1,INHBA,ESRRB,WNT10B,AXIN1,WNT6,STAT3,FZD6,HESX1,MYF5,BMP4,OTX1,MAPK12,WNT7A,PCGF1,KAT6A,HRAS,SMAD5,GSK3B,WNT16,WNT10A,PIK3CB,INHBE,PCGF3,SMAD3,MAP2K2,SMARCAD1,ID1,AXIN2,ID2,FZD1,KRAS,RAF1,LIF,WNT2,WNT8A,IGF1R,FGFR3,ONECUT1,BMP2,MAPK3,WNT8B,POU5F1,TBX3,ID3,KLF4,APC,HNF1A,MAPK14,FGFR4,SMAD2,JAK1,MAPK1,FGFR2,BMPR2,SMAD1,WNT5A,ZIC3,ACVR1B,ACVR2B,POU5F1B,NRAS,PCGF5,FZD5,ACVR2A,MAPK13,ACVR1C"
mRNA surveillance pathway_Homo sapiens_hsa03015,-0.30535398903453254,-1.19091851214023,0.21341463414634146,0.3677833077299802,91,83,"NXT1,PPP2CA,WDR82,CASC3,NXF1,CPSF7,PCF11,PPP2R5B,ETF1,PPP2R5C,SRRM1,CPSF1,ACIN1,SAP18,MAGOHB,CSTF2T,PPP2R2B,RNGTT,FIP1L1,MAGOH,DAZAP1,MSI1,PPP2R5E,PABPC4L,PABPC5,PABPC1,PAPOLB,CPSF4,CLP1,PABPC1L,SYMPK,NXF3,PPP1CB,HBS1L,PPP2R2A,CPSF3,SMG5,PPP2R5D,MSI2,PABPC1L2A,RNMT,RBM8A,PAPOLG,SMG6,PPP2R2D,PABPC3,PPP2R1A,RNPS1,BCL2L2-PABPN1,PELO,NCBP2,PPP2R2C,SSU72,UPF3A,GSPT2,GSPT1,PABPN1,UPF3B,CSTF1,CSTF3,NXF2,ALYREF,UPF2,PPP1CA,PNN,PPP2R3C,EIF4A3,PPP2R5A,CPSF6,PPP1CC,NCBP1,NUDT21,UPF1,PAPOLA,PPP2R1B,PPP2R3A,NXF5,WIBG,PPP2CB,SMG7,NXT2,CPSF2,CSTF2"
Apoptosis_Homo sapiens_hsa04210,0.29755137237900353,1.1961271094889323,0.1975560081466395,0.36897934733821547,140,137,"FOS,JUN,TUBA1A,CTSK,MAPK10,ITPR1,TUBA1C,MAP3K14,ATF4,CTSH,PIK3CD,TUBA3C,CSF2RB,CTSF,CTSL,PTPN13,CTSB,BCL2A1,BIRC3,TUBA1B,PARP1,AKT3,EIF2S1,AKT1,IL3,PIK3R3,DDIT3,PARP2,NGF,MAP2K1,AKT2,SPTAN1,GZMB,HTRA2,RELA,PRF1,PIK3CG,PIK3R5,ATM,IKBKB,IKBKG,GADD45B,LMNA,TNFRSF10C,TNFRSF1A,CTSC,PIK3CA,HRK,CTSZ,ITPR2,SEPT4,ERN1,BBC3,BCL2,NFKBIA,PIK3R1,DAB2IP,NTRK1,TUBA4A,FASLG,CASP9,CAPN1,TUBA8,PIK3R2,TP53AIP1,SPTA1,LMNB1,TRAF1,DAXX,LMNB2,TRAF2,TRADD,ACTB,MAP3K5,DFFA,MCL1,CTSO,PIDD1,HRAS,TNFRSF10A,TP53,IL3RA,CTSW,GADD45A,DFFB,NFKB1,PIK3CB,CASP12,MAP2K2,MAPK8,CHUK,KRAS,EIF2AK3,MAPK9,PMAIP1,PARP3,RAF1,TNF,BID,CASP8,GADD45G,BCL2L1,CFLAR,CTSD,MAPK3,TNFRSF10B,CASP2,BAK1,BAX,FAS,BCL2L11,BIRC2,DIABLO,BAD,APAF1,RIPK1,MAPK1,CTSS,PDPK1,BIRC5,ITPR3,CASP10,CYCS,TNFRSF10D,XIAP,AIFM1,CAPN2,FADD,NRAS,TNFSF10,ENDOG,CASP7,TUBAL3,CASP6,CTSV,CASP3,PARP4"
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666,-0.29984798469703855,-1.187002267246175,0.2222222222222222,0.3693610070844759,93,90,"CFL2,PPAP2B,ASAP1,WASF3,PIK3CD,WASF1,FCGR2B,CDC42,RAC2,AKT3,AKT1,WAS,VAV1,PRKCB,BIN1,PIK3R3,PLA2G4D,LYN,INPP5D,DOCK2,AMPH,MAP2K1,AKT2,FCGR3A,ARPC1B,NCF1,PIK3CG,PIK3R5,MARCKSL1,LAT,PLCG2,PTPRC,INPPL1,SPHK1,PRKCG,VASP,PIP5K1C,PIK3CA,GSN,PLCG1,PIK3R1,RPS6KB1,PLD2,PIK3R2,HCK,RPS6KB2,FCGR1A,ARPC2,ARPC5,PLA2G4A,ARPC3,PRKCE,PIK3CB,PRKCA,FCGR2A,LIMK1,ARPC5L,RAF1,SYK,PLA2G6,PLA2G4F,PIP5K1B,CFL1,MAPK3,VAV2,ARPC4,PPAP2A,GAB2,PIP5K1A,SPHK2,WASF2,MAPK1,MYO10,ARF6,PRKCD,ARPC1A,PPAP2C,ASAP2,CRKL,DNM2,LIMK2,RAC1,PAK1,ASAP3,MARCKS,WASL,CRK,PLD1,SCIN,VAV3"
